1	2	4	0.3	0.05	8
1	3	8	0.6	0.15	10
1	4	12	0.4	0.125	12
1	5	6	0.7	0.1	14
1	6	10	0.5	0.075	16
2	2	12	0.6	0.1	16
2	3	6	0.4	0.075	8
2	4	10	0.7	0.05	10
2	5	4	0.5	0.15	12
2	6	8	0.3	0.125	14
3	2	10	0.4	0.15	14
3	3	4	0.7	0.125	16
3	4	8	0.5	0.1	8
3	5	12	0.3	0.075	10
3	6	6	0.6	0.05	12
4	2	8	0.7	0.075	12
4	3	12	0.5	0.05	14
4	4	6	0.3	0.15	16
4	5	10	0.6	0.125	8
4	6	4	0.4	0.1	10
5	2	6	0.5	0.125	10
5	3	10	0.3	0.1	12
5	4	4	0.6	0.075	14
5	5	8	0.4	0.05	16
5	6	12	0.7	0.15	8
